date	sha	tag	metric	value	subject
2024-08-11	c10932c61812		validate_utf8	20.229	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		validate_ascii	82.690	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		validate_utf16le	61.205	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		utf8_to_utf16le	6.824	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		utf16le_to_utf8	12.446	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		base64_encode	32.112	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	c10932c61812		base64_decode	38.285	big endian guarding for issue_convert_valid_utf32_to_latin1_2104d5a31440e3ed
2024-08-11	b09ec8f572ac		validate_utf8	20.233	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		validate_ascii	82.704	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		validate_utf16le	61.011	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		utf8_to_utf16le	6.817	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		utf16le_to_utf8	12.416	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		base64_encode	31.857	adding test case for issue 493 (#497)
2024-08-11	b09ec8f572ac		base64_decode	38.272	adding test case for issue 493 (#497)
2024-08-12	dee9177b2b64	v5.3.5	validate_utf8	20.247	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	validate_ascii	82.664	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	validate_utf16le	61.231	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	utf8_to_utf16le	6.681	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	utf16le_to_utf8	12.456	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	base64_encode	32.157	Patch release 5.3.5 (#498)
2024-08-12	dee9177b2b64	v5.3.5	base64_decode	38.283	Patch release 5.3.5 (#498)
2024-08-12	92501818ad39		validate_utf8	20.223	The convert_valid_*_to_latin1 were never documented in our README and they should not be considered part of our public API.  (#496)
